filename,width,height,class,xmin,ymin,xmax,ymax
151.jpg,320,320,Bus,202,117,240,175
Car_264.jpg,320,320,Person,97,152,155,319
kaggle_0111.jpg,320,320,speed_sign,229,158,238,171
kaggle_0088.jpg,320,320,Car,165,195,203,230
8175.jpg,320,320,Person,262,149,282,263
1099.jpg,320,320,Person,190,141,198,170
Car_158.jpg,320,320,Car,110,215,264,279
1789.jpg,320,320,Bus,168,114,184,139
kaggle_0077.jpg,320,320,speed_sign,76,172,82,179
921.jpg,320,320,Bus,141,114,172,164
Bus_107.jpg,320,320,Bus,60,0,320,180
speed_sign_367.jpg,320,320,speed_sign,224,100,292,225
Bus_89.jpg,320,320,Person,235,173,265,320
kaggle_0190.jpg,320,320,speed_sign,292,168,307,191
103.jpg,320,320,Bus,153,130,170,155
kaggle_0274.jpg,320,320,speed_sign,201,208,208,219
Car_242.jpg,320,320,Person,271,71,288,160
Car_134.jpg,320,320,Person,193,137,228,212
Car_85.jpg,320,320,Person,262,238,274,293
kaggle_0280.jpg,320,320,speed_sign,196,211,202,220
kaggle_0265.jpg,320,320,speed_sign,126,194,135,209
Bus_184.jpg,320,320,Person,149,149,165,209
Bus_127.jpg,320,320,Bus,40,144,128,192
57.jpg,320,320,Bus,194,140,222,185
Car_19.jpg,320,320,Person,222,274,236,320
Car_333.jpg,320,320,Car,186,276,234,318
Bus_200.jpg,320,320,Person,199,105,238,245
kaggle_0269.jpg,320,320,speed_sign,115,205,125,224
Bus_146.jpg,320,320,Person,295,143,303,172
kaggle_0037.jpg,320,320,Car,150,198,160,214
10150.jpg,320,320,Person,149,156,162,230
Bus_104.jpg,320,320,Bus,77,138,160,204
Car_368.jpg,320,320,Person,220,44,248,266
kaggle_0279.jpg,320,320,speed_sign,203,202,210,215
Bus_155.jpg,320,320,Person,38,210,79,320
kaggle_0197.jpg,320,320,speed_sign,38,207,47,222
Bus_171.jpg,320,320,Bus,0,98,108,255
kaggle_0093.jpg,320,320,Car,191,207,207,226
250.jpg,320,320,Bus,170,147,184,171
Car_162.jpg,320,320,Car,197,265,263,307
8723.jpg,320,320,Person,247,139,261,188
6.jpg,320,320,Person,44,150,67,233
202.jpg,320,320,Bus,146,123,162,145
Car_40.jpg,320,320,Car,298,210,318,230
5016.jpg,320,320,Car,175,141,200,172
speed_sign_33.jpg,320,320,speed_sign,193,6,256,107
speed_sign_347.jpg,320,320,speed_sign,174,61,217,136
Bus_148.jpg,320,320,Bus,2,116,122,201
speed_sign_113.jpg,320,320,speed_sign,261,111,282,141
8724.jpg,320,320,Bus,0,90,81,244
speed_sign_140.jpg,320,320,Car,184,167,221,211
282.jpg,320,320,Bus,175,107,214,167
985.jpg,320,320,Person,100,139,115,175
speed_sign_46.jpg,320,320,speed_sign,97,66,201,143
kaggle_0299.jpg,320,320,speed_sign,134,182,139,191
14.jpg,320,320,Bus,154,150,171,172
speed_sign_247.jpg,320,320,speed_sign,209,63,234,109
Car_310.jpg,320,320,Person,244,148,249,165
191.jpg,320,320,Bus,185,103,280,221
908.jpg,320,320,Bus,141,136,172,186
Car_152.jpg,320,320,Person,27,62,76,298
Bus_7.jpg,320,320,Person,210,63,230,101
464.jpg,320,320,Bus,136,89,178,169
8074.jpg,320,320,Person,284,159,301,262
8322.jpg,320,320,Person,221,162,227,203
8111.jpg,320,320,Person,154,161,158,182
Car_59.jpg,320,320,Car,130,126,168,188
Bus_69.jpg,320,320,Bus,274,119,285,160
Car_88.jpg,320,320,Person,97,173,116,222
369.jpg,320,320,Bus,166,135,191,171
kaggle_0129.jpg,320,320,Bus,120,185,138,207
Car_171.jpg,320,320,Car,12,230,52,248
422.jpg,320,320,Bus,136,96,174,176
speed_sign_222.jpg,320,320,Person,195,207,275,320
speed_sign_227.jpg,320,320,speed_sign,227,100,292,227
speed_sign_207.jpg,320,320,Person,152,144,168,216
Bus_224.jpg,320,320,Person,117,271,134,320
Car_300.jpg,320,320,Car,235,251,267,277
Bus_109.jpg,320,320,Bus,111,79,210,232
kaggle_0066.jpg,320,320,speed_sign,87,178,92,188
speed_sign_307.jpg,320,320,Car,192,159,216,190
371.jpg,320,320,Person,192,189,211,260
Bus_12.jpg,320,320,Bus,0,113,99,215
kaggle_0213.jpg,320,320,speed_sign,44,212,58,235
427.jpg,320,320,Bus,184,141,202,181
5003.jpg,320,320,Car,256,156,297,182
179.jpg,320,320,Car,144,146,184,193
200.jpg,320,320,Bus,157,152,168,171
kaggle_0060.jpg,320,320,speed_sign,192,181,197,190
Car_174.jpg,320,320,Car,297,113,320,128
kaggle_0203.jpg,320,320,Person,114,228,123,259
Bus_76.jpg,320,320,Car,237,228,293,267
kaggle_0109.jpg,320,320,Car,190,194,201,210
kaggle_0024.jpg,320,320,Bus,210,175,241,224
Bus_76.jpg,320,320,Car,3,236,46,284
5713.jpg,320,320,Car,191,168,211,201
kaggle_0081.jpg,320,320,speed_sign,208,178,215,189
Bus_119.jpg,320,320,Bus,0,0,224,320
1682.jpg,320,320,Person,162,140,173,182
4998.jpg,320,320,Car,197,169,213,191
204.jpg,320,320,Car,127,143,154,176
Bus_71.jpg,320,320,Bus,24,21,294,264
speed_sign_215.jpg,320,320,speed_sign,217,114,294,218
935.jpg,320,320,Bus,106,155,126,180
9819.jpg,320,320,Bus,70,89,137,222
Bus_225.jpg,320,320,Bus,100,148,271,320
898.jpg,320,320,Bus,154,118,225,216
kaggle_0074.jpg,320,320,speed_sign,155,165,162,176
Bus_2.jpg,320,320,Bus,50,85,116,221
kaggle_0100.jpg,320,320,speed_sign,47,181,55,192
speed_sign_418.jpg,320,320,speed_sign,95,102,125,142
Car_213.jpg,320,320,Car,102,231,129,264
162.jpg,320,320,Car,159,168,218,232
842.jpg,320,320,Car,159,137,172,154
speed_sign_204.jpg,320,320,speed_sign,56,79,80,115
kaggle_0219.jpg,320,320,speed_sign,200,200,207,214
Car_136.jpg,320,320,Person,63,47,82,139
kaggle_0100.jpg,320,320,Bus,165,183,181,211
Car_209.jpg,320,320,Car,263,134,295,160
speed_sign_443.jpg,320,320,speed_sign,71,44,143,152
Car_201.jpg,320,320,Car,0,214,77,298
Bus_39.jpg,320,320,Person,57,230,97,320
22.jpg,320,320,Bus,128,157,137,169
816.jpg,320,320,Car,130,157,144,176
Car_368.jpg,320,320,Person,251,174,294,320
speed_sign_81.jpg,320,320,speed_sign,121,246,144,275
Bus_95.jpg,320,320,Bus,29,115,47,164
Bus_6.jpg,320,320,Bus,19,9,272,306
8110.jpg,320,320,Person,95,131,105,173
speed_sign_342.jpg,320,320,speed_sign,245,84,283,144
Car_343.jpg,320,320,Car,61,180,108,220
speed_sign_11.jpg,320,320,speed_sign,23,112,79,201
175.jpg,320,320,Bus,178,146,196,174
8061.jpg,320,320,Person,14,121,34,220
Bus_35.jpg,320,320,Bus,78,109,119,165
Car_15.jpg,320,320,Car,222,147,306,208
speed_sign_321.jpg,320,320,speed_sign,142,106,177,177
Car_344.jpg,320,320,Person,64,108,115,320
kaggle_0038.jpg,320,320,Car,148,193,174,231
Bus_19.jpg,320,320,Bus,80,0,320,157
Bus_129.jpg,320,320,Bus,0,37,116,129
kaggle_0133.jpg,320,320,Bus,182,155,205,209
5032.jpg,320,320,Person,76,164,114,224
8174.jpg,320,320,Person,251,132,268,248
speed_sign_464.jpg,320,320,speed_sign,53,76,84,115
speed_sign_382.jpg,320,320,Car,0,166,30,185
speed_sign_298.jpg,320,320,Car,17,191,69,249
kaggle_0250.jpg,320,320,speed_sign,111,196,115,205
Car_242.jpg,320,320,Person,162,67,178,135
851.jpg,320,320,Person,218,140,228,172
kaggle_0082.jpg,320,320,Car,197,190,224,222
kaggle_0074.jpg,320,320,Person,51,173,61,224
481.jpg,320,320,Car,160,147,178,168
Bus_26.jpg,320,320,Person,21,130,48,260
kaggle_0166.jpg,320,320,speed_sign,264,199,274,216
8279.jpg,320,320,Car,190,150,218,188
speed_sign_446.jpg,320,320,speed_sign,50,51,94,161
Bus_14.jpg,320,320,Bus,88,127,198,201
kaggle_0226.jpg,320,320,Bus,67,194,79,225
1099.jpg,320,320,Person,197,141,204,171
speed_sign_269.jpg,320,320,speed_sign,289,159,305,180
11.jpg,320,320,Bus,162,123,170,136
Bus_18.jpg,320,320,Bus,0,8,314,320
10160.jpg,320,320,Person,143,172,157,213
388.jpg,320,320,Bus,131,132,156,162
speed_sign_367.jpg,320,320,Person,113,117,158,311
kaggle_0041.jpg,320,320,speed_sign,164,184,169,193
kaggle_0119.jpg,320,320,speed_sign,266,153,274,169
Car_8.jpg,320,320,Car,0,269,254,320
Car_85.jpg,320,320,Person,41,245,52,294
speed_sign_338.jpg,320,320,speed_sign,67,151,86,185
Bus_162.jpg,320,320,Bus,111,133,150,171
kaggle_0168.jpg,320,320,Bus,92,238,113,256
Bus_206.jpg,320,320,Person,239,155,253,224
speed_sign_388.jpg,320,320,speed_sign,286,142,299,166
Bus_125.jpg,320,320,Person,78,134,102,180
Car_359.jpg,320,320,Person,107,155,128,229
926.jpg,320,320,Bus,138,135,165,180
speed_sign_59.jpg,320,320,Person,151,62,231,319
10145.jpg,320,320,Person,104,181,128,255
Bus_164.jpg,320,320,Person,202,6,256,237
kaggle_0018.jpg,320,320,speed_sign,199,169,210,187
Car_385.jpg,320,320,Car,48,117,114,171
364.jpg,320,320,Bus,178,113,273,224
Bus_56.jpg,320,320,Person,122,155,141,190
8322.jpg,320,320,Car,43,149,84,195
935.jpg,320,320,Bus,146,148,167,183
345.jpg,320,320,Car,273,157,320,293
speed_sign_93.jpg,320,320,Car,125,253,158,295
Car_327.jpg,320,320,Person,0,34,58,159
189.jpg,320,320,Bus,168,124,218,188
169.jpg,320,320,Bus,202,126,221,160
Car_363.jpg,320,320,Car,18,5,309,313
Car_48.jpg,320,320,Bus,89,36,264,269
kaggle_0302.jpg,320,320,speed_sign,56,218,76,249
Bus_73.jpg,320,320,Bus,239,132,320,199
Bus_175.jpg,320,320,Person,130,188,142,237
speed_sign_376.jpg,320,320,speed_sign,113,68,128,88
speed_sign_138.jpg,320,320,speed_sign,35,185,66,248
speed_sign_365.jpg,320,320,speed_sign,155,23,276,261
speed_sign_111.jpg,320,320,speed_sign,22,108,37,134
speed_sign_332.jpg,320,320,speed_sign,123,63,149,97
Bus_13.jpg,320,320,Person,138,122,165,167
Bus_54.jpg,320,320,Car,269,184,290,199
speed_sign_63.jpg,320,320,Person,200,137,248,320
5007.jpg,320,320,Car,220,149,248,170
254.jpg,320,320,Bus,170,145,179,161
8106.jpg,320,320,Person,209,143,218,194
Bus_38.jpg,320,320,Bus,57,90,258,254
186.jpg,320,320,Bus,210,41,320,246
Bus_113.jpg,320,320,Bus,89,177,214,256
5837.jpg,320,320,Person,280,164,290,229
Bus_203.jpg,320,320,Bus,2,25,293,290
speed_sign_398.jpg,320,320,speed_sign,141,123,153,136
speed_sign_258.jpg,320,320,Car,102,191,163,252
speed_sign_216.jpg,320,320,speed_sign,192,47,281,205
speed_sign_137.jpg,320,320,speed_sign,60,17,126,139
264.jpg,320,320,Bus,174,99,219,172
kaggle_0231.jpg,320,320,speed_sign,24,153,34,170
499.jpg,320,320,Bus,114,132,141,174
Bus_114.jpg,320,320,Person,8,145,21,216
kaggle_0070.jpg,320,320,Bus,172,172,190,205
500.jpg,320,320,Bus,137,114,174,154
speed_sign_265.jpg,320,320,Person,230,126,307,320
Bus_53.jpg,320,320,Bus,3,13,280,255
speed_sign_261.jpg,320,320,speed_sign,72,72,104,118
227.jpg,320,320,Bus,150,117,174,151
980.jpg,320,320,Car,31,155,80,219
Car_215.jpg,320,320,Bus,39,90,247,241
Bus_20.jpg,320,320,Person,126,239,134,258
60.jpg,320,320,Car,169,143,183,166
434.jpg,320,320,Bus,122,117,149,167
8313.jpg,320,320,Person,200,165,209,202
4996.jpg,320,320,Car,184,158,207,182
kaggle_0251.jpg,320,320,Car,99,189,144,244
Bus_241.jpg,320,320,Person,291,211,305,280
Car_132.jpg,320,320,Car,68,111,319,242
kaggle_0241.jpg,320,320,Car,130,209,146,235
speed_sign_398.jpg,320,320,speed_sign,118,120,129,137
5052.jpg,320,320,Person,102,143,114,166
32.jpg,320,320,Person,262,138,275,182
Bus_93.jpg,320,320,Car,85,201,128,225
Car_162.jpg,320,320,Car,263,270,306,300
5010.jpg,320,320,Car,200,151,296,242
Bus_118.jpg,320,320,Bus,0,0,288,319
speed_sign_465.jpg,320,320,speed_sign,37,9,162,193
speed_sign_376.jpg,320,320,Car,207,232,274,283
speed_sign_119.jpg,320,320,speed_sign,20,30,86,111
kaggle_0020.jpg,320,320,speed_sign,105,164,116,181
993.jpg,320,320,Car,83,141,111,171
speed_sign_444.jpg,320,320,speed_sign,179,60,301,251
165.jpg,320,320,Bus,140,115,168,159
Car_104.jpg,320,320,Car,212,254,320,318
Bus_3.jpg,320,320,Person,34,223,50,275
Bus_39.jpg,320,320,Person,46,177,80,320
kaggle_0098.jpg,320,320,Car,162,200,171,212
159.jpg,320,320,Person,264,161,271,181
speed_sign_280.jpg,320,320,Person,145,182,169,280
speed_sign_116.jpg,320,320,Car,134,179,151,199
Car_265.jpg,320,320,Car,17,0,80,83
5002.jpg,320,320,Car,238,151,262,167
kaggle_0008.jpg,320,320,Car,0,190,67,261
Bus_236.jpg,320,320,Bus,61,53,277,282
897.jpg,320,320,Bus,150,62,288,221
kaggle_0049.jpg,320,320,speed_sign,22,123,43,166
Car_278.jpg,320,320,Person,61,68,110,320
429.jpg,320,320,Bus,186,123,235,188
Car_126.jpg,320,320,Car,24,151,67,221
kaggle_0161.jpg,320,320,speed_sign,47,203,58,223
989.jpg,320,320,Car,172,151,186,172
8110.jpg,320,320,Person,113,135,120,170
Car_341.jpg,320,320,Car,66,147,301,302
Car_335.jpg,320,320,Person,159,92,264,320
Bus_93.jpg,320,320,Bus,131,160,222,230
Car_21.jpg,320,320,Person,59,194,67,228
Bus_120.jpg,320,320,Bus,134,33,320,270
816.jpg,320,320,Bus,143,141,174,183
kaggle_0184.jpg,320,320,Car,154,236,166,252
Bus_257.jpg,320,320,Bus,76,19,299,250
Bus_7.jpg,320,320,Person,186,60,205,95
360.jpg,320,320,Bus,0,117,21,172
Bus_126.jpg,320,320,Bus,132,118,163,192
speed_sign_133.jpg,320,320,speed_sign,210,2,274,115
254.jpg,320,320,Bus,208,62,320,240
Bus_62.jpg,320,320,Car,32,197,58,219
speed_sign_488.jpg,320,320,Car,24,146,42,166
speed_sign_343.jpg,320,320,Car,178,134,232,196
424.jpg,320,320,Bus,191,123,216,172
5839.jpg,320,320,Person,268,162,286,263
Car_314.jpg,320,320,Person,52,76,64,118
4990.jpg,320,320,Car,212,166,262,226
5713.jpg,320,320,Person,129,176,143,225
419.jpg,320,320,Bus,125,110,185,213
speed_sign_278.jpg,320,320,Car,17,172,52,208
kaggle_0204.jpg,320,320,Bus,230,210,295,288
8192.jpg,320,320,Person,114,137,132,244
kaggle_0052.jpg,320,320,speed_sign,240,125,260,160
921.jpg,320,320,Car,119,137,132,154
Car_312.jpg,320,320,Person,184,17,192,50
speed_sign_473.jpg,320,320,speed_sign,150,12,315,267
kaggle_0045.jpg,320,320,speed_sign,256,185,264,200
kaggle_0056.jpg,320,320,Car,106,173,157,250
Bus_178.jpg,320,320,Bus,169,7,320,305
4997.jpg,320,320,Person,87,155,94,188
kaggle_0071.jpg,320,320,speed_sign,171,182,176,191
Bus_132.jpg,320,320,Bus,6,56,59,79
81.jpg,320,320,Car,168,157,176,167
speed_sign_54.jpg,320,320,speed_sign,83,73,98,125
speed_sign_436.jpg,320,320,Car,203,184,290,282
Bus_215.jpg,320,320,Bus,30,95,292,272
Bus_102.jpg,320,320,Bus,2,170,26,203
896.jpg,320,320,Bus,164,88,302,241
speed_sign_405.jpg,320,320,speed_sign,187,21,244,121
speed_sign_476.jpg,320,320,speed_sign,264,145,290,181
Bus_240.jpg,320,320,Bus,34,24,319,290
kaggle_0080.jpg,320,320,speed_sign,202,61,223,96
Car_335.jpg,320,320,Person,105,119,137,216
Bus_228.jpg,320,320,Person,227,157,238,194
462.jpg,320,320,Bus,146,99,188,175
kaggle_0168.jpg,320,320,Car,187,231,213,261
911.jpg,320,320,Bus,134,114,164,165
903.jpg,320,320,Bus,126,108,168,174
Bus_61.jpg,320,320,Bus,244,138,307,182
174.jpg,320,320,Bus,162,127,175,146
Car_396.jpg,320,320,Car,57,301,106,317
1681.jpg,320,320,Person,173,163,182,205
kaggle_0214.jpg,320,320,speed_sign,232,136,242,152
Car_298.jpg,320,320,Car,32,105,123,169
Bus_250.jpg,320,320,Bus,44,5,299,305
456.jpg,320,320,Bus,132,111,162,164
359.jpg,320,320,Bus,0,138,24,192
kaggle_0063.jpg,320,320,speed_sign,194,139,204,154
Car_272.jpg,320,320,Person,128,175,148,264
Car_292.jpg,320,320,Car,177,119,320,212
Bus_142.jpg,320,320,Bus,12,193,130,305
Car_351.jpg,320,320,Car,70,51,134,137
kaggle_0125.jpg,320,320,speed_sign,183,167,189,177
Bus_184.jpg,320,320,Person,162,152,174,204
speed_sign_207.jpg,320,320,speed_sign,241,64,257,108
Bus_1.jpg,320,320,Person,19,140,79,320
kaggle_0175.jpg,320,320,Bus,75,238,108,270
817.jpg,320,320,Bus,136,117,170,161
Car_59.jpg,320,320,Person,264,122,274,167
18.jpg,320,320,Person,248,164,261,209
431.jpg,320,320,Bus,138,139,165,189
5539.jpg,320,320,Person,222,180,230,204
speed_sign_88.jpg,320,320,Car,65,139,78,170
446.jpg,320,320,Bus,191,93,279,199
kaggle_0012.jpg,320,320,speed_sign,169,136,182,160
kaggle_0072.jpg,320,320,Bus,151,169,182,212
speed_sign_412.jpg,320,320,Car,178,134,191,148
8063.jpg,320,320,Person,45,144,60,208
kaggle_0110.jpg,320,320,Car,164,191,174,206
8193.jpg,320,320,Person,125,150,149,256
476.jpg,320,320,Bus,105,132,126,163
8064.jpg,320,320,Person,27,133,48,253
speed_sign_343.jpg,320,320,speed_sign,30,13,90,121
kaggle_0040.jpg,320,320,speed_sign,253,136,264,156
Bus_108.jpg,320,320,Bus,16,0,318,287
Car_181.jpg,320,320,Car,83,183,123,213
Bus_21.jpg,320,320,Bus,78,133,246,254
kaggle_0295.jpg,320,320,speed_sign,257,126,270,146
Car_12.jpg,320,320,Car,248,112,320,259
1825.jpg,320,320,speed_sign,8,99,34,134
Bus_128.jpg,320,320,Bus,69,40,287,276
kaggle_0204.jpg,320,320,speed_sign,120,197,129,214
205.jpg,320,320,Car,140,165,156,184
Bus_165.jpg,320,320,Bus,114,50,302,251
kaggle_0079.jpg,320,320,Car,107,176,130,214
kaggle_0132.jpg,320,320,Car,179,195,190,210
kaggle_0195.jpg,320,320,speed_sign,120,227,128,240
kaggle_0166.jpg,320,320,Car,1,222,53,256
Car_364.jpg,320,320,Car,5,245,139,320
Car_225.jpg,320,320,Person,98,72,272,320
Bus_108.jpg,320,320,Bus,0,86,124,237
speed_sign_307.jpg,320,320,speed_sign,118,64,134,91
kaggle_0127.jpg,320,320,speed_sign,42,156,52,172
speed_sign_67.jpg,320,320,speed_sign,212,227,221,239
kaggle_0190.jpg,320,320,speed_sign,121,186,131,202
Bus_25.jpg,320,320,Bus,26,19,308,301
Car_148.jpg,320,320,Car,37,198,60,211
Bus_255.jpg,320,320,Bus,121,17,320,274
speed_sign_411.jpg,320,320,speed_sign,93,26,272,298
kaggle_0195.jpg,320,320,speed_sign,292,220,300,232
kaggle_0132.jpg,320,320,speed_sign,40,165,50,185
kaggle_0092.jpg,320,320,speed_sign,270,145,279,160
kaggle_0108.jpg,320,320,Car,160,187,189,228
speed_sign_16.jpg,320,320,Person,272,82,315,320
kaggle_0102.jpg,320,320,Car,156,192,182,232
speed_sign_274.jpg,320,320,Person,108,75,159,276
speed_sign_62.jpg,320,320,Car,110,124,178,222
speed_sign_445.jpg,320,320,Person,146,206,156,232
Car_29.jpg,320,320,Car,114,128,163,177
speed_sign_148.jpg,320,320,speed_sign,253,132,288,168
8061.jpg,320,320,Person,225,134,271,215
8078.jpg,320,320,Person,82,126,108,279
Bus_150.jpg,320,320,Person,298,244,307,277
speed_sign_98.jpg,320,320,speed_sign,180,140,204,174
5009.jpg,320,320,Person,26,169,32,193
Bus_224.jpg,320,320,Person,231,224,244,269
kaggle_0061.jpg,320,320,speed_sign,166,178,171,186
kaggle_0204.jpg,320,320,Car,193,239,206,257
99.jpg,320,320,Car,157,136,169,149
Bus_219.jpg,320,320,Bus,0,0,319,318
5007.jpg,320,320,Person,63,165,96,230
Car_331.jpg,320,320,Car,6,137,227,246
kaggle_0150.jpg,320,320,speed_sign,229,194,239,211
Car_338.jpg,320,320,Person,215,68,295,320
8053.jpg,320,320,Bus,89,81,150,201
kaggle_0078.jpg,320,320,Bus,101,173,136,234
5014.jpg,320,320,speed_sign,106,130,114,141
speed_sign_67.jpg,320,320,Car,249,215,271,237
Bus_62.jpg,320,320,Car,130,199,158,223
Bus_166.jpg,320,320,Bus,36,26,304,280
speed_sign_300.jpg,320,320,Car,8,260,51,291
kaggle_0004.jpg,320,320,speed_sign,175,178,180,188
Car_116.jpg,320,320,Car,222,123,320,212
Bus_105.jpg,320,320,Car,163,291,242,320
Car_200.jpg,320,320,Car,192,163,228,192
16.jpg,320,320,Bus,164,114,209,169
Bus_231.jpg,320,320,Bus,232,3,320,51
kaggle_0160.jpg,320,320,speed_sign,287,197,297,216
kaggle_0228.jpg,320,320,speed_sign,201,162,211,177
Car_125.jpg,320,320,Car,143,217,197,251
speed_sign_442.jpg,320,320,speed_sign,112,55,205,146
speed_sign_75.jpg,320,320,speed_sign,164,89,203,126
speed_sign_84.jpg,320,320,speed_sign,219,38,319,123
kaggle_0072.jpg,320,320,Car,127,187,148,219
Bus_83.jpg,320,320,Person,213,227,217,253
5043.jpg,320,320,Car,272,134,300,165
kaggle_0034.jpg,320,320,speed_sign,267,164,278,182
Car_390.jpg,320,320,Car,25,81,303,268
923.jpg,320,320,Car,101,134,123,159
Bus_159.jpg,320,320,Person,95,157,103,197
Car_112.jpg,320,320,Car,117,136,214,293
kaggle_0028.jpg,320,320,Car,134,204,166,252
kaggle_0197.jpg,320,320,speed_sign,271,209,280,223
5053.jpg,320,320,Person,136,168,146,193
kaggle_0063.jpg,320,320,Person,240,190,247,224
10172.jpg,320,320,Bus,152,34,282,284
Car_38.jpg,320,320,Person,293,175,309,242
speed_sign_100.jpg,320,320,speed_sign,137,117,148,134
472.jpg,320,320,Bus,134,103,174,177
Car_127.jpg,320,320,Car,0,105,126,182
8312.jpg,320,320,Person,185,152,194,192
kaggle_0255.jpg,320,320,speed_sign,236,144,246,162
8103.jpg,320,320,Person,117,149,127,205
5220.jpg,320,320,Person,279,161,298,265
368.jpg,320,320,Bus,160,115,184,146
484.jpg,320,320,Bus,113,112,138,158
Car_181.jpg,320,320,Car,42,181,82,215
8080.jpg,320,320,Person,285,159,292,191
101.jpg,320,320,Car,176,138,191,158
kaggle_0174.jpg,320,320,Car,157,238,170,257
kaggle_0140.jpg,320,320,speed_sign,208,217,214,228
82.jpg,320,320,Car,170,137,185,155
Bus_179.jpg,320,320,Bus,8,17,302,217
986.jpg,320,320,Person,296,156,314,232
Car_386.jpg,320,320,Person,174,69,190,108
speed_sign_16.jpg,320,320,speed_sign,225,12,301,165
Car_320.jpg,320,320,Person,0,191,16,262
10515.jpg,320,320,speed_sign,88,126,100,151
kaggle_0128.jpg,320,320,Bus,209,172,229,205
Car_4.jpg,320,320,Car,6,65,304,298
Bus_108.jpg,320,320,Person,148,151,179,313
speed_sign_260.jpg,320,320,speed_sign,26,2,123,134
kaggle_0301.jpg,320,320,speed_sign,267,224,274,239
10159.jpg,320,320,Person,146,170,169,272
Car_370.jpg,320,320,Car,29,129,304,272
speed_sign_379.jpg,320,320,Car,166,265,181,286
kaggle_0128.jpg,320,320,Bus,108,184,132,207
Car_12.jpg,320,320,Person,20,102,46,244
182.jpg,320,320,Bus,248,54,320,279
speed_sign_483.jpg,320,320,speed_sign,147,75,170,115
810.jpg,320,320,Car,203,166,236,182
Car_8.jpg,320,320,Person,295,259,315,302
8066.jpg,320,320,Person,108,153,120,207
Bus_62.jpg,320,320,Person,78,204,85,230
368.jpg,320,320,Car,152,126,163,139
67.jpg,320,320,Bus,212,127,233,165
Bus_30.jpg,320,320,Bus,134,196,190,234
speed_sign_329.jpg,320,320,speed_sign,65,8,192,282
Bus_33.jpg,320,320,Person,301,106,316,165
Car_321.jpg,320,320,Person,87,35,138,246
speed_sign_12.jpg,320,320,speed_sign,214,46,241,98
Car_160.jpg,320,320,Person,187,67,211,208
Bus_264.jpg,320,320,Bus,27,106,140,263
Bus_106.jpg,320,320,Bus,219,101,320,275
Car_383.jpg,320,320,Person,164,36,267,294
kaggle_0212.jpg,320,320,speed_sign,223,226,230,238
speed_sign_285.jpg,320,320,Car,33,159,80,230
167.jpg,320,320,Car,125,146,156,186
23.jpg,320,320,Bus,134,147,146,163
Car_304.jpg,320,320,Person,201,1,249,242
438.jpg,320,320,Bus,138,114,164,163
Bus_228.jpg,320,320,Bus,278,134,313,171
436.jpg,320,320,Bus,122,120,151,171
8113.jpg,320,320,Person,232,153,242,191
831.jpg,320,320,Car,192,153,220,191
841.jpg,320,320,Car,163,158,176,176
Bus_223.jpg,320,320,Bus,164,66,261,184
kaggle_0119.jpg,320,320,Bus,53,176,103,224
916.jpg,320,320,Bus,141,134,171,179
Car_371.jpg,320,320,Car,73,61,312,281
Car_194.jpg,320,320,Car,268,135,320,165
8107.jpg,320,320,Car,186,146,210,201
444.jpg,320,320,Bus,160,116,178,146
Bus_115.jpg,320,320,Bus,50,32,233,207
