filename,width,height,class,xmin,ymin,xmax,ymax
kaggle_0035.jpg,320,320,speed_sign,186,188,192,198
419.jpg,320,320,Bus,125,110,185,213
speed_sign_209.jpg,320,320,Car,177,246,241,304
2699.jpg,320,320,Person,182,139,200,183
10151.jpg,320,320,Person,149,151,162,239
386.jpg,320,320,Bus,0,40,134,233
996.jpg,320,320,Car,105,170,136,203
10143.jpg,320,320,Person,144,163,150,199
148.jpg,320,320,Bus,211,127,244,180
speed_sign_455.jpg,320,320,speed_sign,249,121,290,194
Car_62.jpg,320,320,Car,58,175,123,235
Car_233.jpg,320,320,Person,287,252,310,288
kaggle_0113.jpg,320,320,speed_sign,231,156,240,171
184.jpg,320,320,Bus,168,143,194,181
907.jpg,320,320,Bus,135,111,166,164
Bus_6.jpg,320,320,Bus,19,9,272,306
Car_182.jpg,320,320,Person,200,98,253,318
224.jpg,320,320,Bus,154,146,168,167
Bus_269.jpg,320,320,Bus,10,42,320,257
Bus_228.jpg,320,320,Bus,226,134,280,187
8100.jpg,320,320,Person,16,143,32,204
2.jpg,320,320,Bus,174,134,217,177
speed_sign_79.jpg,320,320,speed_sign,233,75,249,110
speed_sign_227.jpg,320,320,Person,117,117,159,259
speed_sign_133.jpg,320,320,speed_sign,210,2,274,115
speed_sign_444.jpg,320,320,speed_sign,179,60,301,251
5030.jpg,320,320,Person,114,172,136,211
913.jpg,320,320,Bus,137,119,169,167
speed_sign_47.jpg,320,320,Car,15,191,66,251
5018.jpg,320,320,Person,162,138,194,200
Car_170.jpg,320,320,Car,212,52,320,117
Car_114.jpg,320,320,Person,240,47,286,183
Bus_49.jpg,320,320,Bus,115,209,233,243
Car_231.jpg,320,320,Car,22,2,308,313
Car_136.jpg,320,320,Person,46,47,64,152
5141.jpg,320,320,speed_sign,0,176,68,243
speed_sign_279.jpg,320,320,speed_sign,35,133,52,159
66.jpg,320,320,Bus,216,149,238,181
kaggle_0134.jpg,320,320,speed_sign,282,161,294,181
Car_126.jpg,320,320,Car,24,151,67,221
228.jpg,320,320,Bus,187,112,256,209
440.jpg,320,320,Bus,172,120,194,155
Car_203.jpg,320,320,Car,255,54,263,67
Bus_96.jpg,320,320,Person,306,191,320,239
899.jpg,320,320,Bus,142,94,212,195
4999.jpg,320,320,Person,52,156,57,176
kaggle_0137.jpg,320,320,speed_sign,179,174,187,188
Bus_136.jpg,320,320,Bus,256,137,289,216
368.jpg,320,320,Bus,208,0,320,296
Bus_39.jpg,320,320,Person,46,177,80,320
882.jpg,320,320,Car,31,152,51,165
Bus_56.jpg,320,320,Person,180,181,195,202
Bus_69.jpg,320,320,Bus,242,109,276,176
Car_133.jpg,320,320,Person,231,242,250,320
5006.jpg,320,320,Car,12,137,165,316
Bus_184.jpg,320,320,Person,128,155,145,207
kaggle_0219.jpg,320,320,speed_sign,40,206,48,220
kaggle_0249.jpg,320,320,speed_sign,183,203,188,212
speed_sign_239.jpg,320,320,speed_sign,218,229,259,308
Bus_50.jpg,320,320,Person,248,170,277,234
speed_sign_474.jpg,320,320,speed_sign,269,185,298,244
Bus_262.jpg,320,320,Car,143,155,187,177
kaggle_0088.jpg,320,320,Car,165,195,203,230
850.jpg,320,320,Car,125,161,136,173
speed_sign_235.jpg,320,320,speed_sign,103,111,133,137
Bus_125.jpg,320,320,Person,180,155,204,215
kaggle_0050.jpg,320,320,Bus,27,189,70,234
speed_sign_415.jpg,320,320,speed_sign,138,90,178,150
Bus_219.jpg,320,320,Bus,0,0,319,318
200.jpg,320,320,Bus,157,152,168,171
Bus_178.jpg,320,320,Bus,71,57,171,264
433.jpg,320,320,Bus,131,136,158,188
Bus_186.jpg,320,320,Bus,102,218,127,248
Bus_183.jpg,320,320,Person,298,141,310,195
Car_200.jpg,320,320,Car,109,157,169,229
Bus_199.jpg,320,320,Bus,0,74,63,157
speed_sign_75.jpg,320,320,speed_sign,164,89,203,126
kaggle_0133.jpg,320,320,speed_sign,234,168,240,178
speed_sign_100.jpg,320,320,Car,226,181,282,235
kaggle_0066.jpg,320,320,speed_sign,171,174,176,182
speed_sign_477.jpg,320,320,Car,82,252,113,284
kaggle_0038.jpg,320,320,speed_sign,97,176,103,186
speed_sign_319.jpg,320,320,speed_sign,180,162,201,191
Car_122.jpg,320,320,Car,14,230,82,269
Car_201.jpg,320,320,Car,0,214,77,298
8060.jpg,320,320,Person,100,133,109,178
Car_360.jpg,320,320,Bus,19,54,255,279
Car_302.jpg,320,320,Car,191,226,213,257
Bus_82.jpg,320,320,Bus,61,63,254,260
Bus_130.jpg,320,320,Bus,39,50,314,278
kaggle_0206.jpg,320,320,speed_sign,143,222,148,231
Car_38.jpg,320,320,Person,293,175,309,242
speed_sign_121.jpg,320,320,speed_sign,196,168,212,198
398.jpg,320,320,Person,192,144,218,199
speed_sign_48.jpg,320,320,speed_sign,133,14,174,90
250.jpg,320,320,Bus,170,147,184,171
Car_154.jpg,320,320,Car,22,143,308,309
145.jpg,320,320,Bus,166,119,190,151
Bus_87.jpg,320,320,Bus,46,26,312,270
457.jpg,320,320,Bus,142,126,173,184
Car_181.jpg,320,320,Car,83,183,123,213
Bus_102.jpg,320,320,Bus,2,170,26,203
Bus_185.jpg,320,320,Person,182,180,204,298
speed_sign_335.jpg,320,320,Car,169,218,181,232
5023.jpg,320,320,Person,208,159,271,265
speed_sign_207.jpg,320,320,speed_sign,241,64,257,108
5012.jpg,320,320,speed_sign,108,122,116,133
kaggle_0020.jpg,320,320,Car,0,197,33,287
10149.jpg,320,320,Person,172,159,180,205
Car_50.jpg,320,320,Car,29,73,297,263
Bus_226.jpg,320,320,Bus,0,105,50,271
Car_329.jpg,320,320,Car,41,106,239,244
Bus_21.jpg,320,320,Bus,78,133,246,254
Bus_34.jpg,320,320,Bus,20,30,286,299
Bus_86.jpg,320,320,Person,0,147,20,281
Bus_169.jpg,320,320,Bus,225,105,253,155
speed_sign_357.jpg,320,320,speed_sign,249,173,297,238
speed_sign_290.jpg,320,320,speed_sign,38,50,74,91
speed_sign_255.jpg,320,320,speed_sign,23,109,80,203
Bus_229.jpg,320,320,Bus,53,86,320,320
214.jpg,320,320,Car,156,144,166,157
106.jpg,320,320,Bus,151,121,184,160
Bus_104.jpg,320,320,Bus,77,138,160,204
speed_sign_377.jpg,320,320,Car,135,235,168,274
speed_sign_474.jpg,320,320,speed_sign,194,185,222,244
10151.jpg,320,320,Person,158,153,170,222
speed_sign_377.jpg,320,320,speed_sign,113,67,129,90
Car_203.jpg,320,320,Person,122,37,160,217
speed_sign_5.jpg,320,320,speed_sign,143,17,239,280
Car_312.jpg,320,320,Person,23,126,33,185
Bus_143.jpg,320,320,Bus,0,156,55,271
917.jpg,320,320,Bus,173,111,215,164
speed_sign_173.jpg,320,320,speed_sign,226,11,300,160
Car_231.jpg,320,320,Car,0,22,67,122
443.jpg,320,320,Bus,167,139,186,166
6.jpg,320,320,Person,247,150,259,192
154.jpg,320,320,Car,167,173,217,221
193.jpg,320,320,Bus,164,130,194,172
174.jpg,320,320,Bus,162,127,175,146
Bus_190.jpg,320,320,Bus,286,92,320,214
Car_19.jpg,320,320,Car,258,275,283,320
Car_257.jpg,320,320,Car,234,172,281,211
kaggle_0179.jpg,320,320,speed_sign,76,219,83,230
8106.jpg,320,320,Person,79,148,92,208
5039.jpg,320,320,speed_sign,126,118,135,134
Bus_114.jpg,320,320,Person,8,145,21,216
speed_sign_199.jpg,320,320,Car,235,169,271,194
Bus_36.jpg,320,320,Bus,198,221,231,252
368.jpg,320,320,Car,152,126,163,139
kaggle_0206.jpg,320,320,Car,151,239,171,269
Car_54.jpg,320,320,Car,0,31,86,150
Car_162.jpg,320,320,Car,197,265,263,307
Bus_7.jpg,320,320,Person,210,63,230,101
kaggle_0166.jpg,320,320,Car,1,222,53,256
kaggle_0303.jpg,320,320,speed_sign,201,191,209,205
kaggle_0215.jpg,320,320,speed_sign,175,174,180,184
201.jpg,320,320,Bus,152,144,168,168
5013.jpg,320,320,speed_sign,86,144,99,163
Bus_131.jpg,320,320,Person,149,1,225,320
Car_387.jpg,320,320,speed_sign,264,152,277,171
Car_116.jpg,320,320,Person,185,71,222,188
Bus_224.jpg,320,320,Person,231,224,244,269
Bus_40.jpg,320,320,Bus,93,77,229,255
kaggle_0072.jpg,320,320,Car,127,187,148,219
kaggle_0143.jpg,320,320,speed_sign,227,219,235,231
139.jpg,320,320,Bus,152,122,162,140
Car_392.jpg,320,320,Person,205,174,241,274
821.jpg,320,320,Car,202,135,264,216
speed_sign_264.jpg,320,320,speed_sign,40,36,75,82
Car_258.jpg,320,320,Person,89,238,100,272
Bus_215.jpg,320,320,Bus,30,95,292,272
Car_373.jpg,320,320,Car,6,84,301,254
5038.jpg,320,320,Car,245,163,304,218
5710.jpg,320,320,speed_sign,138,172,146,185
speed_sign_196.jpg,320,320,speed_sign,208,21,296,140
speed_sign_274.jpg,320,320,speed_sign,125,2,193,182
kaggle_0100.jpg,320,320,speed_sign,47,181,55,192
910.jpg,320,320,Car,250,154,320,264
459.jpg,320,320,Bus,150,123,185,189
482.jpg,320,320,Bus,116,103,148,157
Car_302.jpg,320,320,Car,2,218,87,317
speed_sign_116.jpg,320,320,Car,134,179,151,199
971.jpg,320,320,Bus,164,149,177,171
Car_12.jpg,320,320,Car,248,112,320,259
5220.jpg,320,320,Person,279,161,298,265
kaggle_0070.jpg,320,320,Bus,172,172,190,205
5016.jpg,320,320,Person,194,134,248,259
Bus_29.jpg,320,320,Bus,88,143,300,255
Bus_90.jpg,320,320,Person,185,277,209,317
Car_264.jpg,320,320,Car,249,145,320,242
182.jpg,320,320,Bus,248,54,320,279
Bus_81.jpg,320,320,Person,120,110,179,309
kaggle_0170.jpg,320,320,speed_sign,236,200,246,219
Car_381.jpg,320,320,Car,14,23,291,273
5138.jpg,320,320,Person,86,143,102,173
Car_44.jpg,320,320,Person,148,16,208,227
kaggle_0119.jpg,320,320,Bus,197,170,212,204
Bus_83.jpg,320,320,Bus,107,156,178,296
speed_sign_303.jpg,320,320,speed_sign,65,38,201,265
Bus_64.jpg,320,320,Bus,47,37,208,278
906.jpg,320,320,Bus,141,134,174,185
kaggle_0043.jpg,320,320,speed_sign,115,214,126,232
speed_sign_319.jpg,320,320,Person,36,203,43,228
kaggle_0246.jpg,320,320,Car,109,199,135,226
Car_8.jpg,320,320,Person,222,258,238,301
5.jpg,320,320,Person,256,170,266,210
202.jpg,320,320,Bus,146,123,162,145
841.jpg,320,320,Car,163,158,176,176
Car_247.jpg,320,320,Car,231,253,295,282
Car_18.jpg,320,320,Car,289,205,320,245
kaggle_0072.jpg,320,320,Bus,151,169,182,212
kaggle_0231.jpg,320,320,speed_sign,24,153,34,170
kaggle_0101.jpg,320,320,speed_sign,285,167,292,181
kaggle_0183.jpg,320,320,speed_sign,187,212,192,222
speed_sign_98.jpg,320,320,Person,228,274,243,319
223.jpg,320,320,Bus,146,126,158,145
kaggle_0072.jpg,320,320,speed_sign,228,153,237,169
Bus_99.jpg,320,320,Person,230,173,264,320
918.jpg,320,320,Bus,115,140,138,178
8091.jpg,320,320,Car,193,145,286,203
8723.jpg,320,320,Bus,95,118,119,161
971.jpg,320,320,Car,144,158,159,181
kaggle_0131.jpg,320,320,speed_sign,286,160,294,174
Car_135.jpg,320,320,Car,0,179,319,319
kaggle_0296.jpg,320,320,speed_sign,278,103,296,132
kaggle_0026.jpg,320,320,Car,250,158,320,318
kaggle_0077.jpg,320,320,speed_sign,76,172,82,179
477.jpg,320,320,Bus,100,149,120,178
Bus_106.jpg,320,320,Bus,0,102,35,302
kaggle_0159.jpg,320,320,speed_sign,230,213,239,226
speed_sign_89.jpg,320,320,speed_sign,53,86,73,115
5016.jpg,320,320,speed_sign,84,117,97,136
1907.jpg,320,320,speed_sign,40,109,56,133
Car_278.jpg,320,320,Person,179,102,236,291
921.jpg,320,320,Bus,84,107,118,168
kaggle_0092.jpg,320,320,Car,200,186,212,207
5032.jpg,320,320,Person,76,164,114,224
Bus_66.jpg,320,320,Person,96,169,118,320
kaggle_0075.jpg,320,320,speed_sign,185,108,201,134
942.jpg,320,320,Bus,152,125,169,153
Bus_75.jpg,320,320,Person,196,176,242,294
842.jpg,320,320,Car,159,137,172,154
speed_sign_305.jpg,320,320,speed_sign,111,66,128,89
8107.jpg,320,320,Person,94,160,102,219
speed_sign_338.jpg,320,320,speed_sign,67,151,86,185
kaggle_0213.jpg,320,320,speed_sign,44,212,58,235
10151.jpg,320,320,Person,60,154,94,316
8064.jpg,320,320,Person,94,156,103,222
Bus_69.jpg,320,320,Car,7,157,58,203
Bus_206.jpg,320,320,Person,239,155,253,224
Bus_186.jpg,320,320,Bus,148,232,177,292
2.jpg,320,320,Bus,120,128,145,165
speed_sign_254.jpg,320,320,speed_sign,139,91,176,141
422.jpg,320,320,Bus,232,107,277,179
437.jpg,320,320,Bus,146,135,172,183
Car_137.jpg,320,320,Person,142,32,221,151
speed_sign_95.jpg,320,320,speed_sign,76,11,126,91
415.jpg,320,320,Bus,119,87,168,174
Bus_158.jpg,320,320,Bus,24,39,276,282
kaggle_0184.jpg,320,320,speed_sign,281,202,295,226
Car_59.jpg,320,320,Person,232,137,244,211
345.jpg,320,320,Car,162,136,176,152
Bus_85.jpg,320,320,Bus,52,58,264,242
Bus_3.jpg,320,320,Person,14,226,36,320
914.jpg,320,320,Car,68,169,110,213
speed_sign_92.jpg,320,320,Car,14,220,41,269
kaggle_0070.jpg,320,320,speed_sign,200,165,207,176
speed_sign_173.jpg,320,320,Person,103,52,144,320
Car_85.jpg,320,320,Person,22,244,34,294
1099.jpg,320,320,Person,260,145,284,246
8067.jpg,320,320,Person,104,151,116,228
10172.jpg,320,320,Person,125,164,131,197
speed_sign_489.jpg,320,320,speed_sign,119,175,190,284
Bus_108.jpg,320,320,Bus,0,86,124,237
923.jpg,320,320,Bus,4,67,88,190
kaggle_0261.jpg,320,320,Car,110,180,160,256
Car_148.jpg,320,320,Car,37,198,60,211
speed_sign_398.jpg,320,320,speed_sign,91,116,105,134
Car_344.jpg,320,320,Bus,166,64,246,186
8106.jpg,320,320,Person,108,136,116,181
kaggle_0230.jpg,320,320,Car,115,213,165,280
speed_sign_39.jpg,320,320,speed_sign,81,68,247,178
speed_sign_58.jpg,320,320,Bus,239,84,262,101
Bus_7.jpg,320,320,Person,10,181,24,236
kaggle_0241.jpg,320,320,speed_sign,256,102,275,136
8056.jpg,320,320,Person,91,137,119,263
kaggle_0214.jpg,320,320,speed_sign,40,166,48,183
kaggle_0049.jpg,320,320,Car,173,213,184,228
Car_292.jpg,320,320,Car,128,115,176,130
speed_sign_138.jpg,320,320,speed_sign,114,185,142,244
Bus_54.jpg,320,320,Car,249,183,268,197
kaggle_0040.jpg,320,320,Car,177,180,232,225
Car_269.jpg,320,320,Car,295,148,312,160
kaggle_0240.jpg,320,320,speed_sign,173,178,180,189
speed_sign_477.jpg,320,320,speed_sign,6,208,24,232
speed_sign_145.jpg,320,320,speed_sign,143,84,187,123
Car_84.jpg,320,320,Car,249,58,264,78
Bus_251.jpg,320,320,Bus,69,60,215,255
speed_sign_482.jpg,320,320,speed_sign,166,84,217,161
Bus_73.jpg,320,320,Person,296,148,310,194
kaggle_0015.jpg,320,320,Car,82,200,126,251
Car_341.jpg,320,320,Car,118,136,157,152
Car_368.jpg,320,320,Person,129,63,171,251
Bus_2.jpg,320,320,Bus,50,85,116,221
Car_363.jpg,320,320,Car,18,5,309,313
kaggle_0157.jpg,320,320,speed_sign,285,198,294,215
speed_sign_388.jpg,320,320,speed_sign,286,142,299,166
191.jpg,320,320,Car,114,168,193,258
kaggle_0110.jpg,320,320,Car,164,191,174,206
816.jpg,320,320,Bus,143,141,174,183
Car_242.jpg,320,320,Person,197,62,226,176
speed_sign_81.jpg,320,320,speed_sign,63,245,85,274
Bus_21.jpg,320,320,Person,174,30,184,70
kaggle_0098.jpg,320,320,Car,162,200,171,212
16.jpg,320,320,Bus,164,114,209,169
Bus_90.jpg,320,320,Bus,37,265,79,306
8092.jpg,320,320,Person,116,152,130,211
430.jpg,320,320,Bus,219,48,320,204
Bus_150.jpg,320,320,Bus,172,152,217,187
Car_209.jpg,320,320,Car,263,134,295,160
