filename,width,height,class,xmin,ymin,xmax,ymax
10515.jpg,512,512,Traffic_sign,443,165,477,237
10515.jpg,512,512,speed_sign,141,201,159,242
10515.jpg,512,512,Person,33,296,89,445
10515.jpg,512,512,Person,380,312,457,501
10515.jpg,512,512,Bus,161,99,339,441
106.jpg,512,512,Bus,242,193,294,256
106.jpg,512,512,Car,228,221,240,237
106.jpg,512,512,Car,209,223,222,238
107.jpg,512,512,Bus,380,84,512,431
107.jpg,512,512,Car,276,261,292,282
107.jpg,512,512,Car,261,259,276,275
108.jpg,512,512,Car,254,225,267,245
108.jpg,512,512,Car,268,230,283,249
108.jpg,512,512,Bus,355,11,512,441
109.jpg,512,512,Car,268,254,287,280
109.jpg,512,512,Car,295,258,318,289
1098.jpg,512,512,Person,434,258,471,417
1098.jpg,512,512,Person,324,260,336,307
1098.jpg,512,512,Person,312,259,324,302
1099.jpg,512,512,Person,417,232,455,394
1099.jpg,512,512,Person,315,225,326,273
1099.jpg,512,512,Person,304,225,316,272
11.jpg,512,512,Bus,281,175,329,249
11.jpg,512,512,Bus,260,197,271,217
110.jpg,512,512,Car,259,221,278,246
110.jpg,512,512,Car,284,225,312,257
1104.jpg,512,512,Person,44,268,71,399
1105.jpg,512,512,Person,11,230,38,369
111.jpg,512,512,Car,304,254,350,307
111.jpg,512,512,Car,365,262,435,333
112.jpg,512,512,Car,293,222,337,279
112.jpg,512,512,Car,351,232,426,304
112.jpg,512,512,Car,256,217,266,233
139.jpg,512,512,Car,228,211,241,224
139.jpg,512,512,Bus,242,195,259,224
14.jpg,512,512,Bus,246,240,274,275
14.jpg,512,512,Bus,285,244,306,277
140.jpg,512,512,Car,249,255,266,271
140.jpg,512,512,Bus,266,237,287,268
1400.jpg,512,512,Traffic_sign,168,197,180,214
1401.jpg,512,512,Traffic_sign,94,208,118,237
1402.jpg,512,512,Traffic_sign,70,167,94,199
141.jpg,512,512,Bus,258,203,278,239
141.jpg,512,512,Car,240,221,255,237
142.jpg,512,512,Car,238,240,257,261
142.jpg,512,512,Bus,259,221,282,260
1425.jpg,512,512,Traffic_sign,270,237,287,255
1426.jpg,512,512,Traffic_sign,240,248,258,271
1427.jpg,512,512,Traffic_sign,227,211,251,236
1428.jpg,512,512,Traffic_sign,169,227,195,259
1428.jpg,512,512,Traffic_sign,242,233,253,246
1429.jpg,512,512,Traffic_sign,151,190,176,221
1429.jpg,512,512,Traffic_sign,233,197,244,211
143.jpg,512,512,Bus,248,187,275,228
143.jpg,512,512,Car,228,207,245,228
1430.jpg,512,512,Traffic_sign,168,209,184,231
1431.jpg,512,512,Traffic_sign,4,203,35,246
144.jpg,512,512,Car,251,251,276,278
144.jpg,512,512,Bus,279,223,310,274
145.jpg,512,512,Bus,266,190,304,242
145.jpg,512,512,Car,239,218,265,248
146.jpg,512,512,Car,264,248,298,286
146.jpg,512,512,Bus,299,208,343,279
147.jpg,512,512,Bus,284,172,333,244
147.jpg,512,512,Car,249,216,284,254
1477.jpg,512,512,Person,98,274,147,447
1478.jpg,512,512,Traffic_sign,146,213,160,232
1478.jpg,512,512,Person,60,238,107,419
1479.jpg,512,512,Traffic_sign,152,246,169,267
148.jpg,512,512,Car,300,254,342,296
148.jpg,512,512,Bus,337,204,391,288
1480.jpg,512,512,Traffic_sign,142,209,159,233
1481.jpg,512,512,Traffic_sign,139,251,165,281
1482.jpg,512,512,Traffic_sign,122,214,147,245
1482.jpg,512,512,Person,197,237,210,258
1483.jpg,512,512,Traffic_sign,1,226,55,296
149.jpg,512,512,Bus,324,173,380,253
149.jpg,512,512,Car,280,220,326,269
15.jpg,512,512,Bus,279,211,346,305
150.jpg,512,512,Car,294,280,342,337
150.jpg,512,512,Bus,335,232,393,313
151.jpg,512,512,Bus,322,187,384,280
151.jpg,512,512,Car,276,243,325,298
152.jpg,512,512,Car,276,278,330,342
152.jpg,512,512,Bus,322,221,389,317
1525.jpg,512,512,Traffic_sign,16,153,74,232
1525.jpg,512,512,Person,210,225,223,255
153.jpg,512,512,Car,256,248,310,314
153.jpg,512,512,Bus,306,193,377,292
154.jpg,512,512,Bus,330,199,432,338
154.jpg,512,512,Car,267,277,347,354
155.jpg,512,512,Car,244,245,322,331
155.jpg,512,512,Bus,311,162,416,310
156.jpg,512,512,Car,257,285,382,421
156.jpg,512,512,Bus,365,122,512,440
157.jpg,512,512,Car,285,288,512,512
158.jpg,512,512,Car,226,262,475,512
159.jpg,512,512,Car,213,254,303,353
159.jpg,512,512,Person,360,240,373,292
159.jpg,512,512,Person,346,239,356,289
159.jpg,512,512,Person,422,257,434,289
16.jpg,512,512,Bus,263,182,334,270
160.jpg,512,512,Car,238,285,303,360
161.jpg,512,512,Car,248,280,316,363
1612.jpg,512,512,Traffic_sign,136,226,167,263
1613.jpg,512,512,Traffic_sign,114,184,148,227
1616.jpg,512,512,Traffic_sign,65,203,116,268
162.jpg,512,512,Car,254,269,348,371
163.jpg,512,512,Car,247,268,418,442
164.jpg,512,512,Car,197,234,372,414
164.jpg,512,512,Person,442,200,464,296
165.jpg,512,512,Car,198,254,367,444
165.jpg,512,512,Bus,225,184,269,254
166.jpg,512,512,Bus,262,169,320,266
166.jpg,512,512,Car,195,244,288,335
166.jpg,512,512,Person,386,223,407,297
167.jpg,512,512,Car,200,233,250,297
167.jpg,512,512,Bus,279,132,373,289
1676.jpg,512,512,Traffic_sign,134,219,152,242
1676.jpg,512,512,Person,250,229,258,263
1677.jpg,512,512,Traffic_sign,126,255,147,282
1677.jpg,512,512,Person,259,270,268,307
1678.jpg,512,512,Traffic_sign,114,212,133,241
1679.jpg,512,512,Traffic_sign,102,235,126,269
1679.jpg,512,512,Person,258,253,271,303
168.jpg,512,512,Car,283,270,320,320
168.jpg,512,512,Bus,330,233,366,292
1680.jpg,512,512,Traffic_sign,87,196,111,233
1681.jpg,512,512,Traffic_sign,89,247,116,283
1681.jpg,512,512,Person,277,261,290,328
1682.jpg,512,512,Traffic_sign,70,206,97,242
1682.jpg,512,512,Person,260,224,276,291
1683.jpg,512,512,Traffic_sign,53,261,87,304
1684.jpg,512,512,Traffic_sign,35,221,67,270
1685.jpg,512,512,Traffic_sign,0,239,35,306
169.jpg,512,512,Bus,324,202,353,255
169.jpg,512,512,Car,265,241,305,285
17.jpg,512,512,Bus,326,243,369,297
170.jpg,512,512,Car,262,268,295,308
170.jpg,512,512,Bus,317,209,380,309
171.jpg,512,512,Bus,376,26,512,487
171.jpg,512,512,Car,320,260,381,331
171.jpg,512,512,Car,252,256,282,289
172.jpg,512,512,Car,248,258,273,286
173.jpg,512,512,Car,248,254,276,282
174.jpg,512,512,Car,238,221,262,251
174.jpg,512,512,Bus,259,203,280,234
175.jpg,512,512,Car,266,263,296,292
175.jpg,512,512,Bus,285,234,314,278
176.jpg,512,512,Bus,286,220,329,281
176.jpg,512,512,Car,253,259,293,301
177.jpg,512,512,Car,235,224,278,273
177.jpg,512,512,Bus,274,188,318,252
178.jpg,512,512,Bus,313,203,390,314
178.jpg,512,512,Car,249,266,315,331
1787.jpg,512,512,speed_sign,187,200,200,216
1787.jpg,512,512,Bus,264,194,291,241
1788.jpg,512,512,speed_sign,150,221,166,242
1788.jpg,512,512,Bus,274,211,298,255
1789.jpg,512,512,speed_sign,133,184,151,208
1789.jpg,512,512,Bus,269,182,294,223
179.jpg,512,512,Car,230,234,294,309
179.jpg,512,512,Bus,299,171,380,281
1793.jpg,512,512,Traffic_sign,120,211,133,232
18.jpg,512,512,Bus,360,226,449,323
18.jpg,512,512,Person,397,262,417,335
18.jpg,512,512,Person,90,276,112,340
180.jpg,512,512,Bus,362,134,512,352
180.jpg,512,512,Car,266,255,378,378
181.jpg,512,512,Car,239,223,344,345
181.jpg,512,512,Bus,345,101,512,327
182.jpg,512,512,Bus,396,86,512,446
182.jpg,512,512,Car,252,280,422,462
1821.jpg,512,512,speed_sign,198,211,210,227
1821.jpg,512,512,Car,260,232,280,255
1821.jpg,512,512,Bus,286,213,320,248
1822.jpg,512,512,speed_sign,180,230,200,254
1823.jpg,512,512,speed_sign,167,194,184,217
1824.jpg,512,512,speed_sign,49,198,89,252
1825.jpg,512,512,speed_sign,13,158,54,215
183.jpg,512,512,Car,238,252,333,357
183.jpg,512,512,Bus,316,244,340,287
184.jpg,512,512,Bus,268,229,311,290
184.jpg,512,512,Car,208,278,271,347
184.jpg,512,512,Person,110,257,158,370
185.jpg,512,512,Car,213,284,360,454
185.jpg,512,512,Bus,286,209,316,267
185.jpg,512,512,Bus,307,185,369,325
186.jpg,512,512,Bus,336,66,512,394
186.jpg,512,512,Car,239,273,318,363
186.jpg,512,512,Bus,283,234,302,267
187.jpg,512,512,Bus,276,237,300,267
187.jpg,512,512,Bus,382,1,512,468
187.jpg,512,512,Car,252,266,304,328
188.jpg,512,512,Car,250,269,293,322
188.jpg,512,512,Car,421,257,486,332
188.jpg,512,512,Bus,270,232,296,273
189.jpg,512,512,Car,221,269,306,376
189.jpg,512,512,Bus,268,199,348,301
190.jpg,512,512,Bus,252,164,330,271
190.jpg,512,512,Car,182,237,272,356
1905.jpg,512,512,speed_sign,176,214,190,232
1906.jpg,512,512,speed_sign,88,215,113,249
1907.jpg,512,512,speed_sign,64,175,90,212
1907.jpg,512,512,Person,409,234,426,317
191.jpg,512,512,Car,183,268,308,413
191.jpg,512,512,Bus,296,165,448,353
1914.jpg,512,512,Traffic_sign,7,169,36,205
192.jpg,512,512,Bus,309,130,412,287
192.jpg,512,512,Car,251,254,351,362
193.jpg,512,512,Car,244,274,323,363
193.jpg,512,512,Bus,262,209,310,275
193.jpg,512,512,Bus,325,71,512,372
194.jpg,512,512,Car,218,277,390,467
194.jpg,512,512,Bus,285,115,445,335
195.jpg,512,512,Car,200,294,405,512
195.jpg,512,512,Car,289,255,338,300
195.jpg,512,512,Bus,316,1,512,433
196.jpg,512,512,Car,218,310,512,512
196.jpg,512,512,Car,360,260,499,379
196.jpg,512,512,Person,7,263,66,407
196.jpg,512,512,Person,241,249,262,292
196.jpg,512,512,Person,184,249,202,301
197.jpg,512,512,Car,225,286,334,419
198.jpg,512,512,Car,237,274,337,381
199.jpg,512,512,Car,267,277,350,369
2.jpg,512,512,Bus,191,205,232,264
2.jpg,512,512,Bus,279,215,347,284
2.jpg,512,512,Car,112,252,153,301
200.jpg,512,512,Car,266,272,340,347
200.jpg,512,512,Bus,251,243,270,274
201.jpg,512,512,Bus,242,230,268,269
201.jpg,512,512,Car,252,269,311,329
202.jpg,512,512,Car,231,234,290,301
202.jpg,512,512,Bus,233,197,259,233
2026.jpg,512,512,Bus,228,190,313,286
203.jpg,512,512,Bus,246,215,278,270
203.jpg,512,512,Car,220,259,265,317
204.jpg,512,512,Car,203,229,247,281
204.jpg,512,512,Bus,236,184,269,241
205.jpg,512,512,Car,225,263,249,294
206.jpg,512,512,Car,209,231,236,262
207.jpg,512,512,Car,198,266,223,293
208.jpg,512,512,Car,260,258,280,283
209.jpg,512,512,Car,250,225,272,249
210.jpg,512,512,Car,257,232,277,254
211.jpg,512,512,Car,260,223,280,243
212.jpg,512,512,Car,263,253,279,275
213.jpg,512,512,Car,254,266,274,284
214.jpg,512,512,Car,249,231,266,252
215.jpg,512,512,Car,246,221,261,238
216.jpg,512,512,Car,242,252,256,269
217.jpg,512,512,Car,234,253,251,271
218.jpg,512,512,Car,225,223,238,240
2180.jpg,512,512,Car,257,260,353,312
2181.jpg,512,512,Car,246,227,341,278
2182.jpg,512,512,Car,263,251,416,338
2183.jpg,512,512,Car,245,218,400,305
2184.jpg,512,512,Car,244,261,470,389
219.jpg,512,512,Car,258,215,272,236
22.jpg,512,512,Bus,204,251,219,270
220.jpg,512,512,Car,253,231,268,246
2215.jpg,512,512,Traffic_sign,136,197,157,221
2216.jpg,512,512,Traffic_sign,36,194,70,237
2217.jpg,512,512,Traffic_sign,8,155,42,201
222.jpg,512,512,Car,120,262,182,316
222.jpg,512,512,Bus,242,234,258,264
2226.jpg,512,512,Traffic_sign,34,208,61,242
2227.jpg,512,512,Traffic_sign,8,169,35,205
223.jpg,512,512,Bus,234,201,253,232
223.jpg,512,512,Car,95,229,161,290
2232.jpg,512,512,Traffic_sign,166,210,190,240
2233.jpg,512,512,Traffic_sign,147,174,170,203
224.jpg,512,512,Bus,247,233,268,268
225.jpg,512,512,Bus,238,202,260,241
226.jpg,512,512,Bus,249,217,288,271
227.jpg,512,512,Bus,241,187,278,241
228.jpg,512,512,Bus,300,178,410,335
228.jpg,512,512,Car,278,264,298,302
23.jpg,512,512,Bus,215,235,233,261
230.jpg,512,512,Bus,305,226,347,287
231.jpg,512,512,Bus,289,193,338,260
2313.jpg,512,512,Traffic_sign,168,211,183,230
2314.jpg,512,512,Traffic_sign,122,219,143,246
2315.jpg,512,512,Traffic_sign,106,182,125,208
2378.jpg,512,512,Traffic_sign,71,191,102,232
2379.jpg,512,512,Traffic_sign,43,152,76,194
24.jpg,512,512,Bus,242,249,268,285
2418.jpg,512,512,Traffic_sign,116,201,140,234
2419.jpg,512,512,Traffic_sign,97,163,122,193
249.jpg,512,512,Bus,270,198,287,228
249.jpg,512,512,Bus,251,204,264,226
25.jpg,512,512,Bus,274,223,334,299
250.jpg,512,512,Bus,271,235,294,273
251.jpg,512,512,Bus,262,203,286,240
252.jpg,512,512,Bus,279,220,315,279
252.jpg,512,512,Bus,266,237,281,260
253.jpg,512,512,Bus,270,189,306,247
254.jpg,512,512,Bus,272,232,287,258
254.jpg,512,512,Bus,333,99,512,384
255.jpg,512,512,Bus,318,58,512,356
255.jpg,512,512,Bus,264,198,280,227
256.jpg,512,512,Bus,269,234,292,274
257.jpg,512,512,Bus,324,108,512,362
258.jpg,512,512,Bus,312,64,512,336
26.jpg,512,512,Bus,264,189,324,269
260.jpg,512,512,Traffic_sign,187,219,196,231
2602.jpg,512,512,Traffic_sign,166,208,190,237
2603.jpg,512,512,Traffic_sign,146,172,171,201
2604.jpg,512,512,Traffic_sign,36,163,85,226
2605.jpg,512,512,Traffic_sign,0,124,46,191
261.jpg,512,512,Traffic_sign,166,214,180,234
262.jpg,512,512,Traffic_sign,132,209,156,240
2621.jpg,512,512,Traffic_sign,104,231,130,262
2622.jpg,512,512,Traffic_sign,84,194,111,227
263.jpg,512,512,Bus,294,192,362,307
264.jpg,512,512,Bus,278,159,350,275
265.jpg,512,512,Car,238,246,258,270
266.jpg,512,512,Car,229,215,250,237
267.jpg,512,512,Car,292,248,357,321
268.jpg,512,512,Car,276,217,347,296
2698.jpg,512,512,Traffic_sign,57,166,102,223
2699.jpg,512,512,Traffic_sign,24,126,70,186
2699.jpg,512,512,Person,291,222,319,292
2709.jpg,512,512,Traffic_sign,177,214,194,233
2710.jpg,512,512,Traffic_sign,156,232,178,257
2711.jpg,512,512,Traffic_sign,143,197,160,219
2712.jpg,512,512,Traffic_sign,42,185,82,237
2713.jpg,512,512,Traffic_sign,8,145,52,200
2738.jpg,512,512,Traffic_sign,196,187,209,205
2739.jpg,512,512,Traffic_sign,155,206,177,231
2740.jpg,512,512,Traffic_sign,137,165,161,198
277.jpg,512,512,Bus,194,236,218,264
2773.jpg,512,512,Traffic_sign,195,198,212,217
2774.jpg,512,512,Traffic_sign,146,203,172,232
2775.jpg,512,512,Traffic_sign,128,166,152,196
278.jpg,512,512,Bus,184,202,206,233
279.jpg,512,512,Bus,211,231,244,273
280.jpg,512,512,Bus,200,197,239,238
281.jpg,512,512,Bus,288,205,354,294
282.jpg,512,512,Bus,280,172,343,268
283.jpg,512,512,Bus,325,171,433,329
283.jpg,512,512,Car,309,255,328,287
284.jpg,512,512,Car,298,225,316,257
284.jpg,512,512,Bus,310,130,427,301
2899.jpg,512,512,Traffic_sign,151,204,169,225
2900.jpg,512,512,Traffic_sign,132,236,156,269
2901.jpg,512,512,Traffic_sign,112,201,136,231
2958.jpg,512,512,Traffic_sign,148,177,163,198
2959.jpg,512,512,Traffic_sign,157,230,175,253
2960.jpg,512,512,Traffic_sign,140,191,161,220
2961.jpg,512,512,Traffic_sign,133,240,160,275
2962.jpg,512,512,Traffic_sign,109,203,139,241
297.jpg,512,512,Car,262,233,281,254
298.jpg,512,512,Car,290,261,338,310
299.jpg,512,512,Car,275,229,326,282
3.jpg,512,512,Bus,111,174,202,321
3.jpg,512,512,Car,334,248,372,318
3.jpg,512,512,Car,366,236,490,396
3.jpg,512,512,Person,130,259,152,383
3.jpg,512,512,Person,228,251,240,292
3021.jpg,512,512,Traffic_sign,148,201,166,225
3022.jpg,512,512,Traffic_sign,94,207,128,247
3023.jpg,512,512,Traffic_sign,72,169,103,210
3065.jpg,512,512,Traffic_sign,107,234,127,259
3066.jpg,512,512,Traffic_sign,93,198,108,220
3067.jpg,512,512,Traffic_sign,35,244,62,277
3068.jpg,512,512,Traffic_sign,14,207,39,237
3083.jpg,512,512,Traffic_sign,151,198,166,220
3084.jpg,512,512,Traffic_sign,106,214,132,248
3085.jpg,512,512,Traffic_sign,82,175,111,214
3119.jpg,512,512,Traffic_sign,137,167,162,201
3145.jpg,512,512,Traffic_sign,82,188,98,207
3146.jpg,512,512,Traffic_sign,123,209,140,232
3147.jpg,512,512,Traffic_sign,104,170,126,196
3148.jpg,512,512,Traffic_sign,79,191,116,239
3149.jpg,512,512,Traffic_sign,49,149,88,200
3158.jpg,512,512,Traffic_sign,122,224,142,248
3159.jpg,512,512,Traffic_sign,108,190,124,210
3160.jpg,512,512,Traffic_sign,66,210,96,245
3161.jpg,512,512,Traffic_sign,44,170,74,209
3193.jpg,512,512,Traffic_sign,154,191,168,214
3194.jpg,512,512,Traffic_sign,107,210,136,249
3195.jpg,512,512,Traffic_sign,83,174,114,210
32.jpg,512,512,Person,420,220,440,291
32.jpg,512,512,Person,431,220,473,279
3205.jpg,512,512,Traffic_sign,127,201,143,224
3206.jpg,512,512,Traffic_sign,36,217,67,254
3207.jpg,512,512,Traffic_sign,10,181,42,218
3211.jpg,512,512,Traffic_sign,257,226,276,251
3212.jpg,512,512,Traffic_sign,242,189,264,215
3213.jpg,512,512,Traffic_sign,70,194,111,250
336.jpg,512,512,Bus,270,243,292,272
337.jpg,512,512,Bus,263,210,284,240
338.jpg,512,512,Bus,290,223,324,272
339.jpg,512,512,Bus,281,191,318,241
340.jpg,512,512,Bus,398,104,512,417
341.jpg,512,512,Bus,381,39,512,429
342.jpg,512,512,Car,270,269,286,287
343.jpg,512,512,Car,318,280,367,334
343.jpg,512,512,Car,280,275,308,302
344.jpg,512,512,Car,270,249,292,273
344.jpg,512,512,Car,448,281,512,449
345.jpg,512,512,Car,436,252,512,468
345.jpg,512,512,Car,260,218,281,243
346.jpg,512,512,Car,417,269,512,422
347.jpg,512,512,Car,401,241,512,412
356.jpg,512,512,Bus,148,187,183,241
357.jpg,512,512,Bus,0,218,25,286
359.jpg,512,512,Bus,0,221,38,307
360.jpg,512,512,Bus,0,187,33,276
361.jpg,512,512,Bus,466,183,512,323
362.jpg,512,512,Bus,456,149,512,294
363.jpg,512,512,Bus,400,116,512,328
363.jpg,512,512,Bus,351,197,400,267
364.jpg,512,512,Bus,285,180,436,359
364.jpg,512,512,Bus,248,222,285,301
365.jpg,512,512,Bus,236,189,271,270
365.jpg,512,512,Bus,267,144,420,329
366.jpg,512,512,Bus,310,134,440,317
366.jpg,512,512,Car,292,238,311,281
366.jpg,512,512,Car,277,233,302,267
367.jpg,512,512,Car,293,284,337,337
367.jpg,512,512,Bus,326,121,512,412
368.jpg,512,512,Bus,256,184,294,234
368.jpg,512,512,Bus,334,1,512,474
368.jpg,512,512,Car,286,211,350,286
368.jpg,512,512,Car,244,201,260,222
369.jpg,512,512,Car,252,238,266,259
369.jpg,512,512,Car,299,236,348,293
369.jpg,512,512,Car,328,244,449,363
369.jpg,512,512,Bus,266,217,305,274
370.jpg,512,512,Bus,90,165,131,232
370.jpg,512,512,Car,69,195,87,214
371.jpg,512,512,Person,306,303,338,416
371.jpg,512,512,Person,244,298,304,506
372.jpg,512,512,Person,338,243,394,433
373.jpg,512,512,Person,296,215,354,374
377.jpg,512,512,Bus,264,236,292,278
378.jpg,512,512,Bus,256,204,284,245
379.jpg,512,512,Bus,353,235,388,282
386.jpg,512,512,Bus,247,249,288,286
386.jpg,512,512,Bus,1,63,215,373
387.jpg,512,512,Bus,219,244,257,289
388.jpg,512,512,Bus,210,211,250,259
389.jpg,512,512,Bus,276,176,368,310
390.jpg,512,512,Bus,282,68,463,332
397.jpg,512,512,Person,337,259,378,393
397.jpg,512,512,Person,378,268,416,369
398.jpg,512,512,Person,373,240,397,343
398.jpg,512,512,Person,351,241,374,337
398.jpg,512,512,Person,307,230,348,318
4.jpg,512,512,Bus,0,115,154,392
4.jpg,512,512,Person,198,260,212,319
4.jpg,512,512,Person,346,259,361,306
408.jpg,512,512,Bus,263,209,285,249
409.jpg,512,512,Bus,293,230,316,275
410.jpg,512,512,Bus,304,205,338,263
411.jpg,512,512,Car,370,272,500,427
411.jpg,512,512,Bus,415,208,512,317
412.jpg,512,512,Bus,246,195,299,305
412.jpg,512,512,Bus,296,231,331,285
413.jpg,512,512,Bus,342,168,512,361
413.jpg,512,512,Bus,248,202,311,326
414.jpg,512,512,Bus,215,173,286,309
415.jpg,512,512,Bus,191,139,268,279
415.jpg,512,512,Bus,474,190,512,279
415.jpg,512,512,Bus,177,196,197,239
415.jpg,512,512,Person,86,213,115,337
416.jpg,512,512,Bus,249,218,266,248
416.jpg,512,512,Bus,170,149,245,294
417.jpg,512,512,Bus,201,149,273,284
417.jpg,512,512,Bus,286,212,304,241
418.jpg,512,512,Bus,192,217,234,280
418.jpg,512,512,Bus,229,184,308,325
418.jpg,512,512,Bus,307,240,329,277
419.jpg,512,512,Bus,305,225,356,305
419.jpg,512,512,Bus,200,175,296,342
420.jpg,512,512,Bus,178,142,269,311
420.jpg,512,512,Bus,292,193,347,275
421.jpg,512,512,Bus,379,203,457,313
421.jpg,512,512,Bus,230,186,301,313
421.jpg,512,512,Car,328,256,355,289
422.jpg,512,512,Car,317,225,349,258
422.jpg,512,512,Bus,372,172,444,286
422.jpg,512,512,Bus,276,197,296,236
422.jpg,512,512,Bus,217,153,278,281
423.jpg,512,512,Bus,264,214,316,319
423.jpg,512,512,Bus,316,229,358,300
423.jpg,512,512,Car,389,275,430,321
424.jpg,512,512,Car,377,245,420,289
424.jpg,512,512,Bus,305,197,346,275
424.jpg,512,512,Bus,246,184,304,292
425.jpg,512,512,Bus,329,172,423,324
425.jpg,512,512,Bus,254,201,302,301
425.jpg,512,512,Car,447,267,512,335
4250.jpg,512,512,Traffic_sign,221,197,235,215
4250.jpg,512,512,Traffic_sign,315,197,325,208
4251.jpg,512,512,Traffic_sign,179,226,199,252
4252.jpg,512,512,Traffic_sign,163,191,184,215
4253.jpg,512,512,Traffic_sign,74,211,111,258
4254.jpg,512,512,Traffic_sign,38,176,76,226
4256.jpg,512,512,Traffic_sign,319,194,341,220
4257.jpg,512,512,Traffic_sign,405,204,440,243
4258.jpg,512,512,Traffic_sign,386,166,426,211
426.jpg,512,512,Car,435,240,512,310
426.jpg,512,512,Bus,309,135,411,292
426.jpg,512,512,Bus,240,168,290,267
427.jpg,512,512,Bus,249,204,295,297
427.jpg,512,512,Bus,356,103,512,402
427.jpg,512,512,Bus,295,226,322,289
427.jpg,512,512,Car,326,245,354,306
428.jpg,512,512,Bus,236,172,282,263
428.jpg,512,512,Bus,284,196,312,253
428.jpg,512,512,Bus,327,60,512,383
4285.jpg,512,512,Traffic_sign,177,197,197,220
4286.jpg,512,512,Traffic_sign,172,219,195,248
4287.jpg,512,512,Traffic_sign,149,179,178,214
4288.jpg,512,512,Traffic_sign,84,191,132,251
4289.jpg,512,512,Traffic_sign,45,152,95,212
429.jpg,512,512,Bus,232,207,275,298
429.jpg,512,512,Bus,297,197,376,301
429.jpg,512,512,Bus,368,120,512,357
430.jpg,512,512,Bus,216,173,260,262
430.jpg,512,512,Bus,280,162,367,270
430.jpg,512,512,Bus,351,78,512,327
431.jpg,512,512,Bus,221,223,264,303
431.jpg,512,512,Car,338,275,436,384
432.jpg,512,512,Bus,207,187,249,270
432.jpg,512,512,Car,314,238,416,357
433.jpg,512,512,Bus,209,218,253,300
4331.jpg,512,512,Traffic_sign,176,193,200,218
